departement;id;nom;population;longitude;latitude
45;montargis;MONTARGIS;14649;2.75;48
45;prefontaines;PREFONTAINES;461;2.68333;48.1
45;thou-45;THOU;237;2.90834;47.5803
45;batilly-en-gatinais;BATILLY-EN-GATINAIS;404;2.38333;48.0667
45;baule;BAULE;2043;1.66667;47.8167
45;bougy-lez-neuville;BOUGY-LEZ-NEUVILLE;189;2.03333;48.0333
45;ramoulu;RAMOULU;259;2.28333;48.2167
45;courcy-aux-loges;COURCY-AUX-LOGES;434;2.21667;48.0667
45;montereau;MONTEREAU;622;2.56667;47.85
45;griselles-45;GRISELLES;801;2.83333;48.0833
45;vitry-aux-loges;VITRY-AUX-LOGES;1850;2.26667;47.9333
45;greneville-en-beauce;GRENEVILLE-EN-BEAUCE;662;2.11667;48.1833
45;sully-la-chapelle;SULLY-LA-CHAPELLE;416;2.18333;47.9667
45;corquilleroy;CORQUILLEROY;2621;2.7;48.05
45;bazoches-sur-le-betz;BAZOCHES-SUR-LE-BETZ;985;2.98333;48.1333
45;meung-sur-loire;MEUNG-SUR-LOIRE;6086;1.7;47.8333
45;vieilles-maisons-sur-joudry;VIEILLES-MAISONS-SUR-JOUDRY;600;2.44472;47.8859
45;saint-maurice-sur-fessard;SAINT-MAURICE-SUR-FESSARD;1160;2.61667;48
45;oussoy-en-gatinais;OUSSOY-EN-GATINAIS;406;2.65;47.9167
45;rozieres-en-beauce;ROZIERES-EN-BEAUCE;183;1.7;47.9333
45;ascheres-le-marche;ASCHERES-LE-MARCHE;1191;2;48.1
45;guilly-45;GUILLY;666;2.28333;47.8
45;marsainvilliers;MARSAINVILLIERS;302;2.28333;48.2167
45;ruan;RUAN;232;1.93917;48.1117
45;grangermont;GRANGERMONT;209;2.41667;48.1833
45;juranville;JURANVILLE;485;2.5;48.05
45;courtemaux;COURTEMAUX;289;2.93333;48.05
45;augerville-la-riviere;AUGERVILLE-LA-RIVIERE;236;2.43333;48.25
45;bussiere-45;LA BUSSIERE;793;2.75084;47.7456
45;semoy;SEMOY;3107;1.95;47.9333
45;faverelles;FAVERELLES;159;2.93333;47.5667
45;nesploy;NESPLOY;387;2.36667;48
45;chilleurs-aux-bois;CHILLEURS-AUX-BOIS;1841;2.13333;48.0667
45;engenville;ENGENVILLE;507;2.25;48.2333
45;gidy;GIDY;1585;1.83333;47.9833
45;saint-lye-la-foret;SAINT-LYE-LA-FORET;1098;1.98333;48.05
45;chalette-sur-loing;CHALETTE-SUR-LOING;13050;2.73333;48.0167
45;chuelles;CHUELLES;1136;2.96667;48
45;oison;OISON;130;1.96667;48.1333
45;sandillon;SANDILLON;3865;2.03333;47.85
45;villeneuve-sur-conie;VILLENEUVE-SUR-CONIE;204;1.65;48.05
45;bonnee;BONNEE;670;2.38333;47.8
45;saint-martin-sur-ocre-45;SAINT-MARTIN-SUR-OCRE;1244;2.66667;47.65
45;choux-45;LES CHOUX;500;2.66667;47.8
45;chapelle-saint-mesmin;LA CHAPELLE-SAINT-MESMIN;9658;1.83333;47.8833
45;autry-le-chatel;AUTRY-LE-CHATEL;1017;2.60222;47.5975
45;dammarie-en-puisaye;DAMMARIE-EN-PUISAYE;180;2.86667;47.6333
45;laas-45;LAAS;203;2.21667;48.1167
45;pierrefitte-es-bois;PIERREFITTE-ES-BOIS;286;2.71667;47.5083
45;donnery;DONNERY;2533;2.1;47.9167
45;boisseaux;BOISSEAUX;422;1.98333;48.25
45;beaulieu-sur-loire;BEAULIEU-SUR-LOIRE;1785;2.81667;47.5427
45;morville-en-beauce;MORVILLE-EN-BEAUCE;187;2.16667;48.25
45;briarres-sur-essonne;BRIARRES-SUR-ESSONNE;537;2.41667;48.2333
45;bordes-45;LES BORDES;1777;2.4;47.8167
45;beaune-la-rolande;BEAUNE-LA-ROLANDE;2018;2.43333;48.0667
45;saint-aignan-le-jaillard;SAINT-AIGNAN-LE-JAILLARD;573;2.43333;47.75
45;foucherolles;FOUCHEROLLES;295;3.01667;48.0833
45;montcresson;MONTCRESSON;1299;2.81667;47.9
45;fleury-les-aubrais;FLEURY-LES-AUBRAIS;21171;1.91667;47.9333
45;ouzouer-sur-trezee;OUZOUER-SUR-TREZEE;1276;2.8;47.6667
45;intville-la-guetard;INTVILLE-LA-GUETARD;123;2.21667;48.25
45;selle-en-hermoy;LA SELLE-EN-HERMOY;779;2.9;48.0167
45;bazoches-les-gallerandes;BAZOCHES-LES-GALLERANDES;1452;2.05;48.1667
45;mareau-aux-pres;MAREAU-AUX-PRES;1290;1.78333;47.8667
45;sainte-genevieve-des-bois-45;SAINTE-GENEVIEVE-DES-BOIS;1081;2.81667;47.8167
45;bonny-sur-loire;BONNY-SUR-LOIRE;2049;2.83333;47.5667
45;lion-en-beauce;LION-EN-BEAUCE;135;1.93333;48.1333
45;girolles-45;GIROLLES;676;2.71667;48.0667
45;isdes;ISDES;590;2.25;47.6667
45;epieds-en-beauce;EPIEDS-EN-BEAUCE;1429;1.61667;47.95
45;lorris;LORRIS;2966;2.51667;47.8833
45;viglain;VIGLAIN;897;2.3;47.7333
45;tivernon;TIVERNON;238;1.93333;48.15
45;saint-cyr-en-val;SAINT-CYR-EN-VAL;3107;1.96667;47.8333
45;attray;ATTRAY;214;2.11667;48.1167
45;germigny-des-pres;GERMIGNY-DES-PRES;730;2.26667;47.85
45;guigneville;GUIGNEVILLE;527;2.16667;48.2
45;ousson-sur-loire;OUSSON-SUR-LOIRE;743;2.78333;47.5833
45;clery-saint-andre;CLERY-SAINT-ANDRE;3255;1.75;47.8167
45;cesarville-dossainville;CESARVILLE-DOSSAINVILLE;220;2.27639;48.2612
45;ferolles;FEROLLES;1175;2.11667;47.8333
45;saint-martin-d-abbat;SAINT-MARTIN-D'ABBAT;1643;2.26667;47.85
45;conflans-sur-loing;CONFLANS-SUR-LOING;359;2.78333;47.95
45;chantecoq;CHANTECOQ;524;2.96667;48.05
45;trigueres;TRIGUERES;1355;2.98333;47.9333
45;boulay-les-barres;BOULAY-LES-BARRES;1120;1.78333;47.9833
45;ingrannes;INGRANNES;521;2.2;47.9833
45;combleux;COMBLEUX;475;1.98333;47.9
45;manchecourt;MANCHECOURT;641;2.33333;48.2333
45;nancray-sur-rimarde;NANCRAY-SUR-RIMARDE;554;2.33333;48.0667
45;yevre-la-ville;YEVRE-LA-VILLE;699;2.31667;48.1333
45;chailly-en-gatinais;CHAILLY-EN-GATINAIS;675;2.55;47.95
45;checy;CHECY;8208;2.01667;47.9
45;saint-michel-45;SAINT-MICHEL;125;2.36667;48.0667
45;mezieres-lez-clery;MEZIERES-LEZ-CLERY;793;1.80417;47.8187
45;thorailles;THORAILLES;158;2.9;48.0167
45;marcilly-en-villette;MARCILLY-EN-VILLETTE;1999;2.01667;47.7667
45;bucy-le-roi;BUCY-LE-ROI;191;1.91667;48.0667
45;montbouy;MONTBOUY;745;2.81667;47.8667
45;poilly-lez-gien;POILLY-LEZ-GIEN;2341;2.6;47.6833
45;autruy-sur-juine;AUTRUY-SUR-JUINE;728;2.1;48.2667
45;huetre;HUETRE;252;1.8;48.0167
45;menestreau-en-villette;MENESTREAU-EN-VILLETTE;1467;2.01667;47.7
45;erceville;ERCEVILLE;323;2.03333;48.2333
45;breteau;BRETEAU;73;2.9;47.6833
45;rozoy-le-vieil;ROZOY-LE-VIEIL;391;2.94556;48.1245
45;chaussy-45;CHAUSSY;341;1.98333;48.1667
45;boismorand;BOISMORAND;863;2.71667;47.7833
45;estouy;ESTOUY;519;2.31667;48.1833
45;ormes-45;ORMES;3435;1.8;47.9333
45;nogent-sur-vernisson;NOGENT-SUR-VERNISSON;2594;2.75;47.85
45;villemoutiers;VILLEMOUTIERS;492;2.55;48
45;andonville;ANDONVILLE;196;2.01667;48.2667
45;chevillon-sur-huillard;CHEVILLON-SUR-HUILLARD;1308;2.63333;47.9667
45;malesherbes;MALESHERBES;6190;2.41667;48.3
45;saran;SARAN;15120;1.88333;47.95
45;trinay;TRINAY;214;1.95;48.0833
45;desmonts;DESMONTS;172;2.5;48.2333
45;vimory;VIMORY;1123;2.68333;47.95
45;loury;LOURY;2519;2.08333;48
45;boiscommun;BOISCOMMUN;1147;2.38333;48.0333
45;sigloy;SIGLOY;664;2.23333;47.8333
45;bignon-mirabeau;LE BIGNON-MIRABEAU;282;2.91667;48.15
45;bromeilles;BROMEILLES;318;2.5;48.1833
45;saint-sigismond-45;SAINT-SIGISMOND;295;1.68333;47.9833
45;villorceau;VILLORCEAU;1158;1.6;47.8
45;vrigny-45;VRIGNY;778;2.23333;48.0833
45;dry;DRY;1391;1.71667;47.8
45;dampierre-en-burly;DAMPIERRE-EN-BURLY;1260;2.51667;47.7667
45;vienne-en-val;VIENNE-EN-VAL;1887;2.13333;47.8
45;bray-en-val;BRAY-EN-VAL;1366;2.36667;47.8333
45;gondreville-45;GONDREVILLE;371;2.65472;48.0509
45;chatenoy-45;CHATENOY;420;2.4;47.9167
45;ferrieres-en-gatinais;FERRIERES-EN-GATINAIS;3395;2.78333;48.0833
45;noyers-45;NOYERS;722;2.51667;47.9167
45;villereau-45;VILLEREAU;402;1.98333;48.0667
45;langesse;LANGESSE;79;2.66667;47.8167
45;montigny-45;MONTIGNY;250;2.11667;48.1167
45;saint-hilaire-sur-puiseaux;SAINT-HILAIRE-SUR-PUISEAUX;166;2.7;47.9
45;mezieres-en-gatinais;MEZIERES-EN-GATINAIS;260;2.48333;48.0333
45;ligny-le-ribault;LIGNY-LE-RIBAULT;1305;1.78333;47.6833
45;lion-en-sullias;LION-EN-SULLIAS;393;2.48333;47.7333
45;courtenay-45;COURTENAY;3976;3.05;48.0333
45;charmont-en-beauce;CHARMONT-EN-BEAUCE;402;2.1;48.2333
45;cravant-45;CRAVANT;949;1.56667;47.8333
45;saint-hilaire-saint-mesmin;SAINT-HILAIRE-SAINT-MESMIN;2847;1.83333;47.8667
45;boynes;BOYNES;1266;2.35;48.1167
45;chapelle-onzerain;LA CHAPELLE-ONZERAIN;115;1.61667;48.0333
45;mignerette;MIGNERETTE;357;2.6;48.05
45;vennecy;VENNECY;1408;2.05;47.95
45;huisseau-sur-mauves;HUISSEAU-SUR-MAUVES;1638;1.7;47.9
45;mareau-aux-bois;MAREAU-AUX-BOIS;608;2.18333;48.1
45;pers-en-gatinais;PERS-EN-GATINAIS;225;2.9;48.1167
45;boigny-sur-bionne;BOIGNY-SUR-BIONNE;2164;2.01667;47.9333
45;saint-firmin-des-bois;SAINT-FIRMIN-DES-BOIS;489;2.91667;47.9667
45;beauchamps-sur-huillard;BEAUCHAMPS-SUR-HUILLARD;413;2.45306;47.9384
45;saint-hilaire-les-andresis;SAINT-HILAIRE-LES-ANDRESIS;976;3.01667;48.05
45;chevannes-45;CHEVANNES;343;2.85833;48.1333
45;combreux;COMBREUX;241;2.3;47.95
45;orveau-bellesauve;ORVEAU-BELLESAUVE;381;2.33333;48.2833
45;nargis;NARGIS;1394;2.75;48.1
45;pithiviers-le-vieil;PITHIVIERS-LE-VIEIL;1828;2.21667;48.1667
45;courtempierre;COURTEMPIERRE;243;2.61667;48.1
45;migneres;MIGNERES;317;2.63333;48.05
45;solterre;SOLTERRE;500;2.75;47.9
45;labrosse;LABROSSE;79;2.38333;48.2333
45;santeau;SANTEAU;367;2.15;48.0833
45;chapelle-sur-aveyron;LA CHAPELLE-SUR-AVEYRON;550;2.86667;47.8667
45;lorcy;LORCY;546;2.53333;48.05
45;saint-ay;SAINT-AY;3161;1.75;47.85
45;ouvrouer-les-champs;OUVROUER-LES-CHAMPS;521;2.17861;47.8323
45;saint-aignan-des-gues;SAINT-AIGNAN-DES-GUES;342;2.31667;47.85
45;patay;PATAY;2080;1.7;48.05
45;auxy-45;AUXY;994;2.46667;48.1167
45;artenay;ARTENAY;1827;1.88333;48.0833
45;saint-loup-des-vignes;SAINT-LOUP-DES-VIGNES;441;2.41667;48.0333
45;mormant-sur-vernisson;MORMANT-SUR-VERNISSON;125;2.73333;47.95
45;pannecieres;PANNECIERES;118;2.15;48.2833
45;saint-maurice-sur-aveyron;SAINT-MAURICE-SUR-AVEYRON;873;2.93333;47.85
45;boesses;BOESSES;390;2.45;48.15
45;lailly-en-val;LAILLY-EN-VAL;2639;1.68333;47.7667
45;bellegarde-45;BELLEGARDE;1759;2.44278;47.9892
45;coulmiers;COULMIERS;535;1.66667;47.9333
45;pressigny-les-pins;PRESSIGNY-LES-PINS;454;2.75;47.8833
45;melleroy;MELLEROY;519;2.95;47.9
45;aillant-sur-milleron;AILLANT-SUR-MILLERON;389;2.93333;47.8
45;cour-marigny;LA COUR-MARIGNY;349;2.6;47.9
45;bordeaux-en-gatinais;BORDEAUX-EN-GATINAIS;117;2.51667;48.1
45;bondaroy;BONDAROY;393;2.28333;48.1667
45;sully-sur-loire;SULLY-SUR-LOIRE;5443;2.36667;47.7667
45;darvoy;DARVOY;1869;2.1;47.8667
45;saint-jean-de-la-ruelle;SAINT-JEAN-DE-LA-RUELLE;16631;1.86667;47.9167
45;feins-en-gatinais;FEINS-EN-GATINAIS;50;2.85;47.75
45;saint-pryve-saint-mesmin;SAINT-PRYVE-SAINT-MESMIN;5188;1.86667;47.8833
45;saint-jean-le-blanc-45;SAINT-JEAN-LE-BLANC;8185;1.91667;47.9
45;chatillon-sur-loire;CHATILLON-SUR-LOIRE;3132;2.75;47.5833
45;saint-peravy-la-colombe;SAINT-PERAVY-LA-COLOMBE;688;1.7;48
45;villevoques;VILLEVOQUES;205;2.63333;48.0333
45;ingre;INGRE;7899;1.81667;47.9167
45;saint-denis-en-val;SAINT-DENIS-EN-VAL;7162;1.95;47.8833
45;charme-45;LE CHARME;151;3;47.8
45;aulnay-la-riviere;AULNAY-LA-RIVIERE;507;2.38333;48.2
45;orleans;ORLEANS;114167;1.9;47.9167
45;villemurlin;VILLEMURLIN;584;2.33333;47.6833
45;chateauneuf-sur-loire;CHATEAUNEUF-SUR-LOIRE;8005;2.23333;47.8667
45;ondreville-sur-essonne;ONDREVILLE-SUR-ESSONNE;389;2.4;48.2
45;olivet-45;OLIVET;19583;1.9;47.8667
45;messas;MESSAS;875;1.63333;47.8
45;fay-aux-loges;FAY-AUX-LOGES;3349;2.13333;47.9333
45;gaubertin;GAUBERTIN;268;2.41667;48.1167
46;cornac;CORNAC;355;1.88333;44.9167
46;rouffilhac;ROUFFILHAC;161;1.41667;44.7833
46;loubressac;LOUBRESSAC;520;1.8;44.8833
46;cregols;CREGOLS;78;1.7;44.4667
46;arques-46;LES ARQUES;207;1.26667;44.6
46;lavercantiere;LAVERCANTIERE;273;1.3;44.6333
46;montbrun-46;MONTBRUN;116;1.91667;44.5
46;saint-michel-loubejou;SAINT-MICHEL-LOUBEJOU;383;1.85;44.9
46;parnac-46;PARNAC;390;1.3;44.5
46;puyjourdes;PUYJOURDES;70;1.86667;44.4167
46;pontcirq;PONTCIRQ;158;1.28333;44.55
46;trespoux-rassiels;TRESPOUX-RASSIELS;765;1.36667;44.4167
46;lauresses;LAURESSES;283;2.13333;44.7667
46;bretenoux;BRETENOUX;1355;1.83333;44.9167
46;mauroux-46;MAUROUX;539;1.04639;44.4553
46;sainte-alauzie;SAINTE-ALAUZIE;137;1.3;44.3167
46;cezac-46;CEZAC;180;1.35;44.3333
46;gintrac;GINTRAC;112;1.76667;44.9
46;bastit;LE BASTIT;147;1.66667;44.7167
46;saint-matre;SAINT-MATRE;117;1.13333;44.4
46;esclauzels;ESCLAUZELS;218;1.61667;44.4333
46;estal;ESTAL;124;1.85;44.9167
46;pescadoires;PESCADOIRES;135;1.16667;44.5
46;autoire;AUTOIRE;342;1.83333;44.85
46;belfort-du-quercy;BELFORT-DU-QUERCY;523;1.55;44.25
46;lauzes;LAUZES;167;1.58333;44.5667
46;pinsac;PINSAC;742;1.51667;44.85
46;labastide-marnhac;LABASTIDE-MARNHAC;1139;1.38333;44.4
46;livernon;LIVERNON;633;1.85;44.65
46;montredon;MONTREDON;285;2.18333;44.6167
46;castelfranc;CASTELFRANC;409;1.21667;44.5
46;larroque-toirac;LARROQUE-TOIRAC;143;1.95;44.5167
46;quatre-routes-du-lot;LES QUATRE-ROUTES-DU-LOT;672;1.64528;44.9973
46;laramiere;LARAMIERE;320;1.88333;44.3333
46;mayrac;MAYRAC;268;1.56667;44.9
46;cuzac;CUZAC;238;2.15;44.5833
46;saint-jean-de-laur;SAINT-JEAN-DE-LAUR;208;1.85;44.4333
46;figeac;FIGEAC;9810;2.03333;44.6
46;gagnac-sur-cere;GAGNAC-SUR-CERE;736;1.87722;44.9389
46;promilhanes;PROMILHANES;214;1.81667;44.3833
46;comiac;COMIAC;234;2;44.9333
46;saillac-46;SAILLAC;143;1.76667;44.3333
46;creysse-46;CREYSSE;293;1.6;44.8833
46;aynac;AYNAC;590;1.85;44.7833
46;montlauzun;MONTLAUZUN;128;1.21667;44.3
46;saint-germain-du-bel-air;SAINT-GERMAIN-DU-BEL-AIR;528;1.43333;44.65
46;lhospitalet;LHOSPITALET;449;1.40806;44.3612
46;lherm-46;LHERM;242;1.24167;44.5667
46;milhac;MILHAC;199;1.33333;44.8
46;soturac;SOTURAC;661;1.01667;44.5
46;labastide-du-haut-mont;LABASTIDE-DU-HAUT-MONT;45;2.12084;44.8348
46;linac;LINAC;215;2.13333;44.6667
46;saint-medard-de-presque;SAINT-MEDARD-DE-PRESQUE;200;1.85;44.8667
46;glanes;GLANES;286;1.88333;44.9167
46;bio;BIO;310;1.78333;44.7833
46;labastide-du-vert;LABASTIDE-DU-VERT;235;1.28333;44.5167
46;saint-cirq-madelon;SAINT-CIRQ-MADELON;145;1.3;44.7833
46;saint-medard-46;SAINT-MEDARD;164;1.29417;44.5384
46;cardaillac;CARDAILLAC;566;2;44.6833
46;serignac-46;SERIGNAC;302;1.10472;44.4342
46;saint-laurent-les-tours;SAINT-LAURENT-LES-TOURS;913;1.9;44.8667
46;meyronne;MEYRONNE;300;1.58333;44.8833
46;saint-cere;SAINT-CERE;3545;1.9;44.8667
46;touzac-46;TOUZAC;355;1.05;44.5
46;montet-et-bouxal;MONTET-ET-BOUXAL;229;2.06667;44.7333
46;cressensac;CRESSENSAC;637;1.51667;45.0167
46;rignac-46;RIGNAC;267;1.69556;44.8064
46;latouille-lentillac;LATOUILLE-LENTILLAC;239;1.98333;44.85
46;sauliac-sur-cele;SAULIAC-SUR-CELE;110;1.71667;44.5167
46;bagnac-sur-cele;BAGNAC-SUR-CELE;1556;2.15834;44.6664
46;lalbenque;LALBENQUE;1619;1.55;44.3333
46;theminettes;THEMINETTES;169;1.86667;44.7167
46;gigouzac;GIGOUZAC;231;1.43333;44.5833
46;montamel;MONTAMEL;96;1.44889;44.6062
46;condat-46;CONDAT;414;1.66667;44.9917
46;lissac-et-mouret;LISSAC-ET-MOURET;939;1.98778;44.6264
46;saint-bressou;SAINT-BRESSOU;118;1.98333;44.7
46;lagardelle;LAGARDELLE;139;1.18333;44.4833
46;soulomes;SOULOMES;120;1.6;44.6333
46;saint-daunes;SAINT-DAUNES;216;1.25;44.3667
46;saint-cyprien-46;SAINT-CYPRIEN;308;1.25;44.3167
46;issendolus;ISSENDOLUS;528;1.8;44.7333
46;lacave-46;LACAVE;285;1.56667;44.85
46;saint-sulpice-46;SAINT-SULPICE;132;1.79083;44.5695
46;saignes-46;SAIGNES;74;1.81667;44.7833
46;senaillac-lauzes;SENAILLAC-LAUZES;133;1.65;44.6
46;fontanes-du-causse;FONTANES-DU-CAUSSE;75;1.65;44.6667
46;saint-pantaleon-46;SAINT-PANTALEON;246;1.28333;44.3667
46;montvalent;MONTVALENT;302;1.61667;44.8833
46;frayssinet;FRAYSSINET;318;1.48333;44.6667
46;lacapelle-cabanac;LACAPELLE-CABANAC;163;1.06667;44.4667
46;crayssac;CRAYSSAC;737;1.31667;44.5
46;boussac-46;BOUSSAC;168;1.93333;44.6
46;albas-46;ALBAS;516;1.23333;44.4667
46;saint-jean-mirabel;SAINT-JEAN-MIRABEL;236;2.10834;44.6212
46;cadrieu;CADRIEU;158;1.88333;44.4833
46;senaillac-latronquiere;SENAILLAC-LATRONQUIERE;141;2.08333;44.8167
46;saint-martin-de-vers;SAINT-MARTIN-DE-VERS;122;1.55;44.55
46;cajarc;CAJARC;1119;1.85;44.4833
46;bouyssou;LE BOUYSSOU;122;1.95;44.6833
46;montgesty;MONTGESTY;310;1.28333;44.5667
46;quissac-46;QUISSAC;117;1.73333;44.6333
46;montcuq;MONTCUQ;1273;1.21667;44.3333
46;thedirac;THEDIRAC;310;1.31667;44.6
46;anglars-juillac;ANGLARS-JUILLAC;349;1.21667;44.4833
46;carlucet;CARLUCET;231;1.61667;44.7167
46;soucirac;SOUCIRAC;103;1.5;44.7
46;saint-clair-46;SAINT-CLAIR;144;1.4;44.7
46;saint-cirq-souillaguet;SAINT-CIRQ-SOUILLAGUET;146;1.45;44.7
46;blars;BLARS;126;1.71667;44.5667
46;larnagol;LARNAGOL;133;1.78333;44.4833
46;mayrinhac-lentour;MAYRINHAC-LENTOUR;519;1.8;44.8167
46;saint-michel-de-bannieres;SAINT-MICHEL-DE-BANNIERES;303;1.68333;44.9833
46;martel;MARTEL;1650;1.60889;44.937
46;carnac-rouffiac;CARNAC-ROUFFIAC;249;1.25;44.4167
46;beaumat;BEAUMAT;76;1.51667;44.65
46;cabrerets;CABRERETS;231;1.65;44.5
46;montat;LE MONTAT;972;1.45;44.3833
46;saint-cirq-lapopie;SAINT-CIRQ-LAPOPIE;217;1.66667;44.4667
46;frontenac-46;FRONTENAC;76;1.98333;44.55
46;laroque-des-arcs;LAROQUE-DES-ARCS;503;1.46667;44.4833
46;sainte-croix-46;SAINTE-CROIX;85;1.16667;44.3417
46;reilhaguet;REILHAGUET;120;1.5;44.7667
46;vergne-46;LAVERGNE;433;1.76667;44.8
46;ginouillac;GINOUILLAC;171;1.53833;44.7259
46;viazac;VIAZAC;300;1.83333;44.6667
46;cavagnac;CAVAGNAC;444;1.64;45.0087
46;rampoux;RAMPOUX;101;1.3;44.6333
46;albiac-46;ALBIAC;87;1.81667;44.7667
46;cahus;CAHUS;189;1.93333;44.95
46;flaugnac;FLAUGNAC;430;1.38333;44.2833
46;lunan;LUNAN;528;2.1;44.6167
46;cazals-46;CAZALS;617;1.22639;44.6434
46;leobard;LEOBARD;207;1.3;44.7167
46;vaylats;VAYLATS;270;1.65;44.3333
46;camboulit;CAMBOULIT;251;1.96667;44.6
46;brengues;BRENGUES;206;1.83333;44.5667
46;carayac;CARAYAC;79;1.93333;44.5333
46;saint-gery-46;SAINT-GERY;458;1.58333;44.4833
46;anglars-nozac;ANGLARS-NOZAC;307;1.41667;44.7833
46;faycelles;FAYCELLES;630;1.98333;44.5667
46;escamps-46;ESCAMPS;169;1.58333;44.4
46;prayssac;PRAYSSAC;2469;1.18806;44.5039
46;cremps;CREMPS;328;1.61667;44.4
46;cieurac;CIEURAC;426;1.51667;44.3833
46;fourmagnac;FOURMAGNAC;155;2;44.65
46;lascabanes;LASCABANES;189;1.3;44.35
46;sauzet-46;SAUZET;516;1.25;44.4167
46;lunegarde;LUNEGARDE;90;1.68333;44.6833
46;fargues-46;FARGUES;159;1.21667;44.4167
46;bagat-en-quercy;BAGAT-EN-QUERCY;196;1.24195;44.372
46;couzou;COUZOU;107;1.61667;44.7667
46;ladirat;LADIRAT;114;1.98333;44.8167
46;bach;BACH;170;1.68333;44.35
46;saux;SAUX;121;1.08333;44.3833
46;masclat;MASCLAT;347;1.4;44.8333
46;girac;GIRAC;369;1.81667;44.9167
46;lanzac;LANZAC;592;1.48333;44.8667
46;concores;CONCORES;287;1.4;44.6667
46;lugagnac;LUGAGNAC;118;1.73333;44.4167
46;prendeignes;PRENDEIGNES;214;2.11667;44.6833
46;themines;THEMINES;222;1.83333;44.7333
46;laburgade;LABURGADE;314;1.55;44.3833
46;sarrazac-46;SARRAZAC;571;1.58333;45.0167
46;vers-46;VERS;422;1.56667;44.4833
46;saint-chamarand;SAINT-CHAMARAND;206;1.46667;44.6833
46;payrac;PAYRAC;653;1.46667;44.8
46;saint-paul-de-vern;SAINT-PAUL-DE-VERN;194;1.95;44.8333
46;lamativie;LAMATIVIE;65;2.03333;44.95
46;montcabrier-46;MONTCABRIER;351;1.07417;44.5417
46;pern;PERN;477;1.4;44.3167
46;saint-denis-les-martel;SAINT-DENIS-LES-MARTEL;355;1.65;44.9333
46;bourg-46;LE BOURG;296;1.91667;44.7167
46;rueyres;RUEYRES;230;1.84639;44.7481
46;francoules;FRANCOULES;217;1.48333;44.55
46;rudelle;RUDELLE;191;1.88333;44.7167
46;bouzies;BOUZIES;78;1.63333;44.4833
46;caillac;CAILLAC;575;1.35;44.4833
46;cassagnes-46;CASSAGNES;207;1.15;44.55
46;gramat;GRAMAT;3537;1.71667;44.7833
46;saint-simon-46;SAINT-SIMON;160;1.86667;44.7
46;boulve;LE BOULVE;179;1.16667;44.4333
46;corn;CORN;198;1.91667;44.6
46;beauregard-46;BEAUREGARD;241;1.8;44.3333
46;nadillac;NADILLAC;74;1.51667;44.55
46;capdenac;CAPDENAC;1092;2.06917;44.5809
46;duravel;DURAVEL;960;1.08333;44.5167
46;miers;MIERS;437;1.7;44.85
46;baladou;BALADOU;409;1.56667;44.9167
46;nadaillac-de-rouge;NADAILLAC-DE-ROUGE;190;1.43333;44.85
46;lamagdelaine;LAMAGDELAINE;751;1.48333;44.4667
46;vidaillac;VIDAILLAC;167;1.83333;44.35
46;bessonies;BESSONIES;101;2.15;44.8
46;peyrilles;PEYRILLES;366;1.41667;44.6167
46;latronquiere;LATRONQUIERE;544;2.08333;44.8
46;saint-sozy;SAINT-SOZY;503;1.56667;44.8833
46;vire-sur-lot;VIRE-SUR-LOT;380;1.08695;44.4909
46;villeseque;VILLESEQUE;392;1.3;44.4
46;durbans;DURBANS;129;1.76667;44.6667
46;betaille;BETAILLE;1072;1.73333;44.95
46;salviac;SALVIAC;1263;1.26667;44.6833
46;saint-maurice-en-quercy;SAINT-MAURICE-EN-QUERCY;230;1.95;44.75
46;castelnau-montratier;CASTELNAU-MONTRATIER;1847;1.35306;44.2689
46;sainte-colombe-46;SAINTE-COLOMBE;191;2.01667;44.7167
46;belmont-sainte-foi;BELMONT-SAINTE-FOI;109;1.65;44.2833
46;reyrevignes;REYREVIGNES;296;1.91667;44.65
46;molieres-46;MOLIERES;368;1.93528;44.7939
46;thegra;THEGRA;496;1.75;44.8167
46;floirac-46;FLOIRAC;275;1.65;44.9167
46;alvignac;ALVIGNAC;733;1.7;44.8333
46;issepts;ISSEPTS;179;1.93333;44.6667
46;calamane;CALAMANE;465;1.38333;44.5167
46;camburat;CAMBURAT;446;2.01667;44.6333
46;reilhac-46;REILHAC;172;1.71667;44.7
46;saint-sauveur-la-vallee;SAINT-SAUVEUR-LA-VALLEE;47;1.55;44.6
46;sonac;SONAC;79;1.88333;44.7
46;saint-perdoux-46;SAINT-PERDOUX;199;2.06667;44.6667
46;frayssinhes;FRAYSSINHES;198;1.95;44.8667
46;saint-caprais-46;SAINT-CAPRAIS;80;1.15833;44.6083
46;saint-jean-lagineste;SAINT-JEAN-LAGINESTE;318;1.86083;44.8234
46;ussel-46;USSEL;76;1.5;44.5833
46;biars-sur-cere;BIARS-SUR-CERE;1906;1.86667;44.9333
46;saint-pierre-lafeuille;SAINT-PIERRE-LAFEUILLE;355;1.43333;44.5167
46;saint-medard-nicourby;SAINT-MEDARD-NICOURBY;88;2.05;44.7667
46;saint-vincent-rive-d-olt;SAINT-VINCENT-RIVE-D'OLT;491;1.28333;44.4667
46;saint-vincent-du-pendit;SAINT-VINCENT-DU-PENDIT;164;1.91667;44.8333
46;lacam-d-ourcet;LACAM-D'OURCET;124;2;44.85
46;lacapelle-marival;LACAPELLE-MARIVAL;1328;1.93333;44.7167
