File name : File_VRP2_100000.txt
Number of vertex : 39
--- Vertex --- 
0 nice
1 aix-en-provence
2 marseille
3 caen
4 dijon
5 besancon
6 brest
7 n?�mes
8 toulouse
9 bordeaux
10 montpellier
11 rennes
12 tours
13 grenoble
14 saint-etienne
15 nantes
16 orleans
17 angers
18 reims
19 nancy
20 metz
21 lille
22 clermont-ferrand
23 perpignan
24 strasbourg
25 mulhouse
26 lyon
27 villeurbanne
28 le-mans
29 paris
30 rouen
31 havre
32 amiens
33 toulon
34 limoges
35 boulogne-billancourt
36 montreuil-93
37 saint-denis-93
38 argenteuil
--- Edges --- 
71 1 34 419,55
72 1 35 638,82
73 1 36 636,99
74 1 37 645,94
75 1 38 650,74
76 2 0 157,81
77 2 1 26,74
78 2 3 789,29
79 2 4 448,39
80 2 5 443,07
81 2 6 951,25
82 2 7 102,09
83 2 8 320,42
84 2 9 505,07
85 2 10 125,3
86 2 11 764,44
87 2 12 584,4
88 2 13 209,93
89 2 14 250,21
90 2 15 695,96
91 2 16 581,05
92 2 17 655,53
93 2 18 670,7
94 2 19 603
95 2 20 652,56
96 2 21 835,23
97 2 22 331,21
98 2 23 214,17
99 2 24 616,44
100 2 25 518,65
101 2 26 277,36
102 2 27 277,73
103 2 28 660,27
104 2 29 661,94
105 2 30 758,25
106 2 31 798,83
107 2 32 771,64
108 2 33 49,43
109 2 34 433,32
110 2 35 661,8
111 2 36 660,25
112 2 37 669,15
113 2 38 673,81
114 3 0 843,26
115 3 1 769,56
116 3 2 789,29
117 3 4 448,66
118 3 5 519,87
119 3 6 315,37
120 3 7 695,64
121 3 8 636,38
122 3 9 484,52
123 3 10 701,11
124 3 11 156,89
125 3 12 214,49
126 3 13 640,45
127 3 14 550,06
128 3 15 236,33
129 3 16 217,63
130 3 17 191,66
131 3 18 318,77
132 3 19 482,07
133 3 20 474,3
134 3 21 293,3
135 3 22 458,11
136 3 23 765,47
137 3 24 596,4
138 3 25 588,83
139 3 26 545,57
140 3 27 547,21
141 3 28 137,81
142 3 29 199,95
143 3 30 107,69
144 3 31 49,72
145 3 32 207,37
146 3 33 830,55
147 3 34 390,05
148 3 35 193,8
149 3 36 206,19
150 3 37 199,5
151 3 38 191,39
152 4 0 438,64
153 4 1 422,42
154 4 2 448,39
155 4 3 448,66
156 4 5 77,13
157 4 6 719,25
158 4 7 391,23
159 4 8 499,34
160 4 9 511,99
161 4 10 423,09
162 4 11 508,99
163 4 12 326,87
164 4 13 245,33
165 4 14 214,94
166 4 15 496,02
167 4 16 243,2
168 4 17 419,75
169 4 18 227,2
170 4 19 175,81
171 4 20 219,46
172 4 21 395,71
173 4 22 225,92
174 4 23 542,38
175 4 24 247,79
176 4 25 180,67
177 4 26 173,93
178 4 27 172,85
179 4 28 369,01
180 4 29 262,65
181 4 30 374,22
182 4 31 434,94
183 4 32 350,21
184 4 33 473,03
185 4 34 331,17
186 4 35 266,14
187 4 36 258,17
188 4 37 267,19
189 4 38 274,39
190 5 0 406,42
191 5 1 416,39
192 5 2 443,07
193 5 3 519,87
194 5 4 77,13
195 5 6 795,71
196 5 7 402,33
197 5 8 542,26
198 5 9 576,32
199 5 10 439,62
200 5 11 585,63
201 5 12 403,95
202 5 13 233,19
203 5 14 238,01
204 5 15 572,99
205 5 16 319,07
206 5 17 496,88
207 5 18 267,46
208 5 19 160,04
209 5 20 209,88
210 5 21 434,54
211 5 22 278,76
212 5 23 565,55
213 5 24 196,03
214 5 25 112,5
215 5 26 189,45
216 5 27 187,15
217 5 28 445,43
218 5 29 327,76
219 5 30 439,43
220 5 31 502,85
221 5 32 403,18
222 5 33 460,18
223 5 34 397,89
224 5 35 332,14
225 5 36 322,64
226 5 37 331,27
227 5 38 338,94
228 6 0 1045,01
229 6 1 938,09
230 6 2 951,25
231 6 3 315,37
232 6 4 719,25
233 6 5 795,71
234 6 7 849,43
235 6 8 703,02
236 6 9 497,18
237 6 10 838,26
238 6 11 210,55
239 6 12 401,83
240 6 13 855,88
241 6 14 751,26
242 6 15 255,8
243 6 16 476,92
244 6 17 311,17
245 6 18 630,95
246 6 19 787,37
247 6 20 785,02
248 6 21 599,25
249 6 22 642,81
250 6 23 856,45
251 6 24 901,78
252 6 25 881
253 6 26 764,94
254 6 27 767,49
255 6 28 350,28
256 6 29 504,77
257 6 30 423,04
258 6 31 358,96
259 6 32 521,15
260 6 33 998,78
261 6 34 518,59
262 6 35 497,7
263 6 36 511,31
264 6 37 506,31
265 6 38 498,55
266 7 0 233,59
267 7 1 93,39
268 7 2 102,09
269 7 3 695,64
270 7 4 391,23
271 7 5 402,33
272 7 6 849,43
273 7 8 236,09
274 7 9 406,94
275 7 10 45,65
276 7 11 664,31
277 7 12 487,42
278 7 13 183,86
279 7 14 178,16
280 7 15 594,34
281 7 16 492,56
282 7 17 555,64
283 7 18 603,47
284 7 19 558,31
285 7 20 606,15
286 7 21 763,13
287 7 22 239,01
288 7 23 174,71
289 7 24 589,93
290 7 25 493,59
291 7 26 217,84
292 7 27 219,31
293 7 28 564,11
294 7 29 580,35
295 7 30 671,37
296 7 31 708,02
297 7 32 693,06
298 7 33 150,74
299 7 34 332,02
300 7 35 579,47
301 7 36 579,29
302 7 37 587,91
303 7 38 591,91
304 8 0 468,55
305 8 1 322,69
306 8 2 320,42
307 8 3 636,38
308 8 4 499,34
309 8 5 542,26
310 8 6 703,02
311 8 7 236,09
312 8 9 210,49
313 8 10 197,5
314 8 11 554,4
315 8 12 425,2
316 8 13 382,74
317 8 14 311,57
318 8 15 465,16
319 8 16 481,9
320 8 17 457,34
321 8 18 659,73
322 8 19 674,51
323 8 20 714,93
324 8 21 792,61
325 8 22 275,88
326 8 23 155,83
327 8 24 738,09
328 8 25 650,8
329 8 26 361,23
330 8 27 364,27
331 8 28 499,05
332 8 29 589,72
333 8 30 649,91
334 8 31 664,25
335 8 32 704,41
336 8 33 368,12
337 8 34 250,89
338 8 35 585,94
339 8 36 591,31
340 8 37 597,94
341 8 38 598,85
342 9 0 635,49
343 9 1 500,22
344 9 2 505,07
345 9 3 484,52
346 9 4 511,99
347 9 5 576,32
348 9 6 497,18
349 9 7 406,94
350 9 8 210,49
351 9 10 380,59
352 9 11 371,77
353 9 12 299,8
354 9 13 495,86
355 9 14 395,65
356 9 15 275,98
357 9 16 392
358 9 17 293,15
359 9 18 602,66
360 9 19 670,36
361 9 20 699,93
362 9 21 700,4
363 9 22 304,66
364 9 23 366,31
365 9 24 759,13
366 9 25 688,5
367 9 26 435,75
368 9 27 439,11
369 9 28 357,39
370 9 29 499,96
371 9 30 527,06
372 9 31 522,18
373 9 32 603,9
374 9 33 554,48
375 9 34 181,69
376 9 35 494,16
377 9 36 503,65
378 9 37 507,68
379 9 38 505,8
380 10 0 271,39
381 10 1 125,24
382 10 2 125,3
383 10 3 701,11
384 10 4 423,09
385 10 5 439,62
386 10 6 838,26
387 10 7 45,65
388 10 8 197,5
389 10 9 380,59
390 10 11 659,52
391 10 12 489,52
392 10 13 227,34
393 10 14 208,16
394 10 15 584,88
395 10 16 504,57
396 10 17 551,88
397 10 18 629,06
398 10 19 593,34
399 10 20 640,37
400 10 21 785,37
401 10 22 251,15
402 10 23 130,42
403 10 24 629,75
404 10 25 534,13
405 10 26 252
406 10 27 253,84
407 10 28 566,96
408 10 29 597,38
409 10 30 683,74
410 10 31 716,56
411 10 32 711,59
412 10 33 174,42
413 10 34 325,71
414 10 35 595,96
415 10 36 596,79
416 10 37 605,15
417 10 38 608,63
418 11 0 845,99
419 11 1 748,75
420 11 2 764,44
421 11 3 156,89
422 11 4 508,99
423 11 5 585,63
424 11 6 210,55
425 11 7 664,31
426 11 8 554,4
427 11 9 371,77
428 11 10 659,52
429 11 12 193,56
430 11 13 651,87
431 11 14 549,53
432 11 15 96,99
433 11 16 267,53
434 11 17 109,09
435 11 18 439,77
436 11 19 586,38
437 11 20 589,21
438 11 21 446,15
439 11 22 443,53
440 11 23 698,87
441 11 24 699,88
442 11 25 673,35
443 11 26 559,25
444 11 27 561,65
445 11 28 140,47
446 11 29 309,54
447 11 30 252,57
448 11 31 206,44
449 11 32 354,26
450 11 33 810,2
451 11 34 333,81
452 11 35 302,1
453 11 36 316,03
454 11 37 312,69
455 11 38 305,62
456 12 0 655,54
457 12 1 566,56
458 12 2 584,4
459 12 3 214,49
460 12 4 326,87
461 12 5 403,95
462 12 6 401,83
463 12 7 487,42
464 12 8 425,2
465 12 9 299,8
466 12 10 489,52
467 12 11 193,56
468 12 13 459,07
469 12 14 358,41
470 12 15 169,61
471 12 16 108,86
472 12 17 93,35
473 12 18 323,49
474 12 19 435,29
475 12 20 450,52
476 12 21 401,42
477 12 22 255,79
478 12 23 551,02
479 12 24 543,01
480 12 25 501
481 12 26 365,92
482 12 27 368,27
483 12 28 77,62
484 12 29 205,56
485 12 30 230,11
486 12 31 239,1
487 12 32 304,33
488 12 33 628,09
489 12 34 176,1
490 12 35 199,03
491 12 36 210,17
492 12 37 212,69
493 12 38 209,62
494 13 0 203,74
495 13 1 183,22
496 13 2 209,93
497 13 3 640,45
498 13 4 245,33
499 13 5 233,19
500 13 6 855,88
501 13 7 183,86
502 13 8 382,74
503 13 9 495,86
504 13 10 227,34
505 13 11 651,87
506 13 12 459,07
507 13 14 107,28
508 13 15 604,39
509 13 16 423,12
510 13 17 545,38
511 13 18 472,01
512 13 19 393,18
513 13 20 442,87
514 13 21 639,76
515 13 22 216,7
516 13 23 357,77
517 13 24 410,56
518 13 25 313,14
519 13 26 94,95
520 13 27 93,24
521 13 28 526,69
522 13 29 484,18
523 13 30 589,61
524 13 31 640,05
525 13 32 586
526 13 33 228,86
527 13 34 356,61
528 13 35 485,54
529 13 36 481,29
530 13 37 490,49
531 13 38 496,35
532 14 0 297,15
533 14 1 226,87
534 14 2 250,21
535 14 3 550,06
536 14 4 214,94
537 14 5 238,01
538 14 6 751,26
539 14 7 178,16
540 14 8 311,57
541 14 9 395,65
542 14 10 208,16
543 14 11 549,53
544 14 12 358,41
545 14 13 107,28
546 14 15 498,45
547 14 16 335,95
548 14 17 441,88
549 14 18 425,77
550 14 19 386,65
551 14 20 432,92
552 14 21 587,28
553 14 22 109,69
554 14 23 329,28
555 14 24 433,06
556 14 25 341,8
557 14 26 49,96
558 14 27 52,86
559 14 28 429,29
560 14 29 411,94
561 14 30 510,41
562 14 31 554,81
563 14 32 521,5
564 14 33 285,36
565 14 34 249,49
566 14 35 411,98
567 14 36 410,14
568 14 37 419,08
569 14 38 423,87
570 15 0 790,14
571 15 1 682,44
572 15 2 695,96
573 15 3 236,33
574 15 4 496,02
575 15 5 572,99
576 15 6 255,8
577 15 7 594,34
578 15 8 465,16
579 15 9 275,98
580 15 10 584,88
581 15 11 96,99
582 15 12 169,61
583 15 13 604,39
584 15 14 498,45
585 15 16 270,57
586 15 17 80,4
587 15 18 471,67
588 15 19 600,15
589 15 20 610,94
590 15 21 508,4
591 15 22 389,17
592 15 23 613,5
593 15 24 710,06
594 15 25 670,55
595 15 26 515,86
596 15 27 518,61
597 15 28 157,64
598 15 29 342,7
599 15 30 314,4
600 15 31 283,02
601 15 32 411,82
602 15 33 743,26
603 15 34 262,89
604 15 35 335,24
605 15 36 348,69
606 15 37 347,81
607 15 38 342,12
608 16 0 626,33
609 16 1 559,76
610 16 2 581,05
611 16 3 217,63
612 16 4 243,2
613 16 5 319,07
614 16 6 476,92
615 16 7 492,56
616 16 8 481,9
617 16 9 392
618 16 10 504,57
619 16 11 267,53
620 16 12 108,86
621 16 13 423,12
622 16 14 335,95
623 16 15 270,57
624 16 17 190,28
625 16 18 216,11
626 16 19 329,61
627 16 20 342,42
628 16 21 314,05
629 16 22 253,99
630 16 23 587,63
631 16 24 439,82
632 16 25 406,36
633 16 26 328,38
634 16 27 329,93
635 16 28 127,07
636 16 29 110,03
637 16 30 179,18
638 16 31 218,86
639 16 32 222,71
640 16 33 619,86
641 16 34 235,32
642 16 35 105,27
643 16 36 112,86
644 16 37 118,12
645 16 38 117,9
646 17 0 737,75
647 17 1 639,7
648 17 2 655,53
649 17 3 191,66
650 17 4 419,75
651 17 5 496,88
652 17 6 311,17
653 17 7 555,64
654 17 8 457,34
655 17 9 293,15
656 17 10 551,88
657 17 11 109,09
658 17 12 93,35
659 17 13 545,38
660 17 14 441,88
661 17 15 80,4
662 17 16 190,28
663 17 18 392,77
664 17 19 519,81
665 17 20 530,64
666 17 21 440,21
667 17 22 335,02
668 17 23 596,83
669 17 24 629,98
670 17 25 592,23
671 17 26 453,86
672 17 27 456,38
673 17 28 81,72
674 17 29 265,01
675 17 30 249,93
676 17 31 231,89
677 17 32 342,36
678 17 33 701,17
679 17 34 226,49
680 17 35 257,63
681 17 36 270,8
682 17 37 270,56
683 17 38 265,32
684 18 0 665,06
685 18 1 645,36
686 18 2 670,7
687 18 3 318,77
688 18 4 227,2
689 18 5 267,46
690 18 6 630,95
691 18 7 603,47
692 18 8 659,73
693 18 9 602,66
694 18 10 629,06
695 18 11 439,77
696 18 12 323,49
697 18 13 472,01
698 18 14 425,77
699 18 15 471,67
700 18 16 216,11
701 18 17 392,77
702 18 19 170,44
703 18 20 155,74
704 18 21 168,84
705 18 22 392,46
706 18 23 736,37
707 18 24 281,8
708 18 25 295,14
709 18 26 393,34
710 18 27 392,98
711 18 28 314,46
712 18 29 130,63
713 18 30 214,92
714 18 31 284,01
715 18 32 144,53
716 18 33 698,22
717 18 34 432,34
718 18 35 138,15
719 18 36 124,27
720 18 37 127,09
721 18 38 134,2
722 19 0 560,59
723 19 1 576,33
724 19 2 603
725 19 3 482,07
726 19 4 175,81
727 19 5 160,04
728 19 6 787,37
729 19 7 558,31
730 19 8 674,51
731 19 9 670,36
732 19 10 593,34
733 19 11 586,38
734 19 12 435,29
735 19 13 393,18
736 19 14 386,65
737 19 15 600,15
738 19 16 329,61
739 19 17 519,81
740 19 18 170,44
741 19 20 50,15
742 19 21 313,16
743 19 22 399,57
744 19 23 715,81
745 19 24 114,57
746 19 25 133,64
747 19 26 341,35
748 19 27 339,58
749 19 28 450,3
750 19 29 283,52
751 19 30 382,39
752 19 31 451,36
753 19 32 313,83
754 19 33 620,01
755 19 34 489
756 19 35 290,32
757 19 36 277,05
758 19 37 282,98
759 19 38 291,02
760 20 0 610,5
761 20 1 625,92
762 20 2 652,56
763 20 3 474,3
764 20 4 219,46
765 20 5 209,88
766 20 6 785,02
767 20 7 606,15
768 20 8 714,93
769 20 9 699,93
770 20 10 640,37
771 20 11 589,21
772 20 12 450,52
773 20 13 442,87
774 20 14 432,92
775 20 15 610,94
776 20 16 342,42
777 20 17 530,64
778 20 18 155,74
779 20 19 50,15
780 20 21 278,03
781 20 22 439,15
782 20 23 761,53
783 20 24 131,13
784 20 25 176,45
785 20 26 388,64
786 20 27 387
787 20 28 457,14
788 20 29 280,79
789 20 30 370,57
790 20 31 439,6
791 20 32 292,15
792 20 33 670,01
793 20 34 519,75
794 20 35 288,05
795 20 36 274,24
796 20 37 278,81
797 20 38 286,5
798 21 0 833,88
799 21 1 810,36
800 21 2 835,23
801 21 3 293,3
802 21 4 395,71
803 21 5 434,54
804 21 6 599,25
805 21 7 763,13
806 21 8 792,61
807 21 9 700,4
808 21 10 785,37
809 21 11 446,15
810 21 12 401,42
811 21 13 639,76
812 21 14 587,28
813 21 15 508,4
814 21 16 314,05
815 21 17 440,21
816 21 18 168,84
817 21 19 313,16
818 21 20 278,03
819 21 22 539,9
820 21 23 885,1
821 21 24 407,57
822 21 25 446,37
823 21 26 558,32
824 21 27 558,22
825 21 28 359,39
826 21 29 204,12
827 21 30 194,81
828 21 31 244,61
829 21 32 98,18
830 21 33 864,53
831 21 34 549,2
832 21 35 208,81
833 21 36 201,86
834 21 37 195,97
835 21 38 196,36
836 22 0 402,81
837 22 1 311,99
838 22 2 331,21
839 22 3 458,11
840 22 4 225,92
841 22 5 278,76
842 22 6 642,81
843 22 7 239,01
844 22 8 275,88
845 22 9 304,66
846 22 10 251,15
847 22 11 443,53
848 22 12 255,79
849 22 13 216,7
850 22 14 109,69
851 22 15 389,17
852 22 16 253,99
853 22 17 335,02
854 22 18 392,46
855 22 19 399,57
856 22 20 439,15
857 22 21 539,9
858 22 23 345,46
859 22 24 470,82
860 22 25 391
861 22 26 136,53
862 22 27 139,77
863 22 28 330,11
864 22 29 347
865 22 30 433,11
866 22 31 469,1
867 22 32 461,98
868 22 33 373,32
869 22 34 142,43
870 22 35 345,3
871 22 36 346,73
872 22 37 354,89
873 22 38 358,06
874 23 0 371,98
875 23 1 227,81
876 23 2 214,17
877 23 3 765,47
878 23 4 542,38
879 23 5 565,55
880 23 6 856,45
881 23 7 174,71
882 23 8 155,83
883 23 9 366,31
884 23 10 130,42
885 23 11 698,87
886 23 12 551,02
887 23 13 357,77
888 23 14 329,28
889 23 15 613,5
890 23 16 587,63
891 23 17 596,83
892 23 18 736,37
893 23 19 715,81
894 23 20 761,53
895 23 21 885,1
896 23 22 345,46
897 23 24 757,83
898 23 25 662,98
899 23 26 376,29
900 23 27 378,48
901 23 28 627,88
902 23 29 688,85
903 23 30 764,1
904 23 31 787,82
905 23 32 804,6
906 23 33 253,34
907 23 34 375,77
908 23 35 686,37
909 23 36 689,22
910 23 37 696,93
911 23 38 699,33
912 24 0 544,97
913 24 1 589,88
914 24 2 616,44
915 24 3 596,4
916 24 4 247,79
917 24 5 196,03
918 24 6 901,78
919 24 7 589,93
920 24 8 738,09
921 24 9 759,13
922 24 10 629,75
923 24 11 699,88
924 24 12 543,01
925 24 13 410,56
926 24 14 433,06
927 24 15 710,06
928 24 16 439,82
929 24 17 629,98
930 24 18 281,8
931 24 19 114,57
932 24 20 131,13
933 24 21 407,57
934 24 22 470,82
935 24 23 757,83
936 24 25 97,78
937 24 26 383,74
938 24 27 381,2
939 24 28 562,71
940 24 29 398,09
941 24 30 495,74
942 24 31 564,83
943 24 32 422,22
944 24 33 624,58
945 24 34 577,74
946 24 35 404,89
947 24 36 391,62
948 24 37 397,5
949 24 38 405,52
950 25 0 450,89
951 25 1 492,1
952 25 2 518,65
953 25 3 588,83
954 25 4 180,67
955 25 5 112,5
956 25 6 881
957 25 7 493,59
958 25 8 650,8
959 25 9 688,5
960 25 10 534,13
961 25 11 673,35
962 25 12 501
963 25 13 313,14
964 25 14 341,8
965 25 15 670,55
966 25 16 406,36
967 25 17 592,23
968 25 18 295,14
969 25 19 133,64
970 25 20 176,45
971 25 21 446,37
972 25 22 391
973 25 23 662,98
974 25 24 97,78
975 25 26 291,94
976 25 27 289,2
977 25 28 533,16
978 25 29 389,44
979 25 30 496,68
980 25 31 564,18
981 25 32 439,58
982 25 33 527,22
983 25 34 509,35
984 25 35 395,25
985 25 36 383,42
986 25 37 390,88
987 25 38 398,99
988 26 0 297,99
989 26 1 252,15
990 26 2 277,36
991 26 3 545,57
992 26 4 173,93
993 26 5 189,45
994 26 6 764,94
995 26 7 217,84
996 26 8 361,23
997 26 9 435,75
998 26 10 252
999 26 11 559,25
1000 26 12 365,92
1001 26 13 94,95
1002 26 14 49,96
1003 26 15 515,86
1004 26 16 328,38
1005 26 17 453,86
1006 26 18 393,34
1007 26 19 341,35
1008 26 20 388,64
1009 26 21 558,32
1010 26 22 136,53
1011 26 23 376,29
1012 26 24 383,74
1013 26 25 291,94
1014 26 27 3,37
1015 26 28 432,27
1016 26 29 393,25
1017 26 30 496,74
1018 26 31 545,84
1019 26 32 498,5
1020 26 33 306,66
1021 26 34 278,86
1022 26 35 394,16
1023 26 36 390,74
1024 26 37 399,88
1025 26 38 405,38
1026 27 0 296,55
1027 27 1 252,41
1028 27 2 277,73
1029 27 3 547,21
1030 27 4 172,85
1031 27 5 187,15
1032 27 6 767,49
1033 27 7 219,31
1034 27 8 364,27
1035 27 9 439,11
1036 27 10 253,84
1037 27 11 561,65
1038 27 12 368,27
1039 27 13 93,24
1040 27 14 52,86
1041 27 15 518,61
1042 27 16 329,93
1043 27 17 456,38
1044 27 18 392,98
1045 27 19 339,58
1046 27 20 387
1047 27 21 558,22
1048 27 22 139,77
1049 27 23 378,48
1050 27 24 381,2
1051 27 25 289,2
1052 27 26 3,37
1053 27 28 434,36
1054 27 29 394,01
1055 27 30 497,81
1056 27 31 547,2
1057 27 32 498,89
1058 27 33 306,57
1059 27 34 282,06
1060 27 35 394,98
1061 27 36 391,45
1062 27 37 400,6
1063 27 38 406,15
1064 28 0 726,06
1065 28 1 641,86
1066 28 2 660,27
1067 28 3 137,81
1068 28 4 369,01
1069 28 5 445,43
1070 28 6 350,28
1071 28 7 564,11
1072 28 8 499,05
1073 28 9 357,39
1074 28 10 566,96
1075 28 11 140,47
1076 28 12 77,62
1077 28 13 526,69
1078 28 14 429,29
1079 28 15 157,64
1080 28 16 127,07
1081 28 17 81,72
1082 28 18 314,46
1083 28 19 450,3
1084 28 20 457,14
1085 28 21 359,39
1086 28 22 330,11
1087 28 23 627,88
1088 28 24 562,71
1089 28 25 533,16
1090 28 26 432,27
1091 28 27 434,36
1092 28 29 185,07
1093 28 30 172,24
1094 28 31 167,05
1095 28 32 261,33
1096 28 33 703,3
1097 28 34 252,29
1098 28 35 177,6
1099 28 36 191,08
1100 28 37 190,18
1101 28 38 184,57
1102 29 0 686,97
1103 29 1 638,81
1104 29 2 661,94
1105 29 3 199,95
1106 29 4 262,65
1107 29 5 327,76
1108 29 6 504,77
1109 29 7 580,35
1110 29 8 589,72
1111 29 9 499,96
1112 29 10 597,38
1113 29 11 309,54
1114 29 12 205,56
1115 29 13 484,18
1116 29 14 411,94
1117 29 15 342,7
1118 29 16 110,03
1119 29 17 265,01
1120 29 18 130,63
1121 29 19 283,52
1122 29 20 280,79
1123 29 21 204,12
1124 29 22 347
1125 29 23 688,85
1126 29 24 398,09
1127 29 25 389,44
1128 29 26 393,25
1129 29 27 394,01
1130 29 28 185,07
1131 29 30 111,83
1132 29 31 175,96
1133 29 32 115,82
1134 29 33 696,8
1135 29 34 345,08
1136 29 35 7,53
1137 29 36 6,55
1138 29 37 8,22
1139 29 38 12,17
1140 30 0 793,19
1141 30 1 736,27
1142 30 2 758,25
1143 30 3 107,69
1144 30 4 374,22
1145 30 5 439,43
1146 30 6 423,04
1147 30 7 671,37
1148 30 8 649,91
1149 30 9 527,06
1150 30 10 683,74
1151 30 11 252,57
1152 30 12 230,11
1153 30 13 589,61
1154 30 14 510,41
1155 30 15 314,4
1156 30 16 179,18
1157 30 17 249,93
1158 30 18 214,92
1159 30 19 382,39
1160 30 20 370,57
1161 30 21 194,81
1162 30 22 433,11
1163 30 23 764,1
1164 30 24 495,74
1165 30 25 496,68
1166 30 26 496,74
1167 30 27 497,81
1168 30 28 172,24
1169 30 29 111,83
1170 30 31 69,13
1171 30 32 101,9
1172 30 33 795,64
1173 30 34 399,09
1174 30 35 108,08
1175 30 36 116,79
1176 30 37 108,19
1177 30 38 100,49
1178 31 0 843,72
1179 31 1 778,01
1180 31 2 798,83
1181 31 3 49,72
1182 31 4 434,94
1183 31 5 502,85
1184 31 6 358,96
1185 31 7 708,02
1186 31 8 664,25
1187 31 9 522,18
1188 31 10 716,56
1189 31 11 206,44
1190 31 12 239,1
1191 31 13 640,05
1192 31 14 554,81
1193 31 15 283,02
1194 31 16 218,86
1195 31 17 231,89
1196 31 18 284,01
1197 31 19 451,36
1198 31 20 439,6
1199 31 21 244,61
1200 31 22 469,1
1201 31 23 787,82
1202 31 24 564,83
1203 31 25 564,18
1204 31 26 545,84
1205 31 27 547,2
1206 31 28 167,05
1207 31 29 175,96
1208 31 30 69,13
1209 31 32 162,22
1210 31 33 838,38
1211 31 34 414,83
1212 31 35 171
1213 31 36 181,59
1214 31 37 173,64
1215 31 38 165,61
1216 32 0 786,11
1217 32 1 747,82
1218 32 2 771,64
1219 32 3 207,37
1220 32 4 350,21
1221 32 5 403,18
1222 32 6 521,15
1223 32 7 693,06
1224 32 8 704,41
1225 32 9 603,9
1226 32 10 711,59
1227 32 11 354,26
1228 32 12 304,33
1229 32 13 586
1230 32 14 521,5
1231 32 15 411,82
1232 32 16 222,71
1233 32 17 342,36
1234 32 18 144,53
1235 32 19 313,83
1236 32 20 292,15
1237 32 21 98,18
1238 32 22 461,98
1239 32 23 804,6
1240 32 24 422,22
1241 32 25 439,58
1242 32 26 498,5
1243 32 27 498,89
1244 32 28 261,33
1245 32 29 115,82
1246 32 30 101,9
1247 32 31 162,22
1248 32 33 804,54
1249 32 34 457,6
1250 32 35 118,8
1251 32 36 115,43
1252 32 37 107,7
1253 32 38 105,82
1254 33 0 124,71
1255 33 1 61,56
1256 33 2 49,43
1257 33 3 830,55
1258 33 4 473,03
1259 33 5 460,18
1260 33 6 998,78
1261 33 7 150,74
1262 33 8 368,12
1263 33 9 554,48
1264 33 10 174,42
1265 33 11 810,2
1266 33 12 628,09
1267 33 13 228,86
1268 33 14 285,36
1269 33 15 743,26
1270 33 16 619,86
1271 33 17 701,17
1272 33 18 698,22
1273 33 19 620,01
1274 33 20 670,01
1275 33 21 864,53
1276 33 22 373,32
1277 33 23 253,34
1278 33 24 624,58
1279 33 25 527,22
1280 33 26 306,66
1281 33 27 306,57
1282 33 28 703,3
1283 33 29 696,8
1284 33 30 795,64
1285 33 31 838,38
1286 33 32 804,54
1287 33 34 480,41
1288 33 35 697,04
1289 33 36 694,78
1290 33 37 703,79
1291 33 38 708,79
1292 34 0 530,93
1293 34 1 419,55
1294 34 2 433,32
1295 34 3 390,05
1296 34 4 331,17
1297 34 5 397,89
1298 34 6 518,59
1299 34 7 332,02
1300 34 8 250,89
1301 34 9 181,69
1302 34 10 325,71
1303 34 11 333,81
1304 34 12 176,1
1305 34 13 356,61
1306 34 14 249,49
1307 34 15 262,89
1308 34 16 235,32
1309 34 17 226,49
